,season,episode_num_in_season,episode_num_overall,title,directed_by,written_by,original_air_date,prod_code,us_viewers,imdb_rating,total_votes,desc,rachel,monica,phoebe,joey,chandler,ross,rachel_words,monica_words,phoebe_words,joey_words,chandler_words,ross_words
28,2,5,29,The One with Five Steaks and an Eggplant,Ellen Gittelsohn,Chris Brown,1995-10-19,457304,28300000.0,8.2,4697.0,"The gang are divided by income issues; Monica, Ross and Chandler make more money, while Rachel, Phoebe, and Joey don't. Chandler also uses a case of mistaken identity to his advantage.",31.0,38.0,25.0,30.0,63.0,56.0,218.0,380.0,257.0,236.0,649.0,504.0
29,2,6,30,The One with the Baby on the Bus,Gail Mancuso,Betsy Borns,1995-11-02,457306,30200000.0,8.6,5035.0,"Joey and Chandler are left to babysit Ben when Monica takes Ross to the hospital. Meanwhile, Phoebe loses her singing gig at Central Perk to a professional singer.",24.0,26.0,34.0,32.0,35.0,31.0,257.0,307.0,520.0,334.0,357.0,363.0
30,2,7,31,The One Where Ross Finds Out,Peter Bonerz,Michael Borkow,1995-11-09,457307,30500000.0,9.0,5740.0,"A drunken Rachel calls Ross and reveals her feelings for him on his answering machine. Meanwhile, Monica keeps busy by being Chandler's personal trainer and Phoebe constantly wonders why her current boyfriend won't sleep with her.",1.0,0.0,0.0,18.0,0.0,38.0,72.0,0.0,0.0,169.0,0.0,431.0
31,2,8,32,The One with the List,Mary Kay Place,David Crane & Marta Kauffman,1995-11-16,457308,32900000.0,8.5,4734.0,"With help from Chandler and Joey, Ross makes a list of pros and cons to decide whether to be with Julie or Rachel. Meanwhile, Monica gets a job making dessert with a disgusting synthetic chocolate substitute.",0.0,0.0,0.0,18.0,0.0,48.0,0.0,0.0,0.0,188.0,0.0,629.0
32,2,9,33,The One with Phoebe's Dad,Kevin S. Bright,Jeffrey Astrof & Mike Sikowitz,1995-12-14,457309,27800000.0,7.9,4529.0,"Phoebe tracks down her father, but isn't sure whether she should meet him.",26.0,32.0,50.0,34.0,31.0,37.0,325.0,301.0,667.0,286.0,270.0,488.0
33,2,10,34,The One with Russ,Thomas Schlamme,Ira Ungerleider,1996-01-04,457311,32200000.000000004,8.0,4752.0,Monica gets back together with 'Fun Bobby' and realizes why he is always so upbeat. Rachel starts dating a guy called Russ who bears an uncanny resemblance to Ross.,0.0,0.0,0.0,34.0,0.0,39.0,0.0,0.0,0.0,483.0,0.0,356.0
34,2,11,35,The One with the Lesbian Wedding,Thomas Schlamme,Doty Abrams,1996-01-18,457312,31600000.0,8.1,4648.0,Rachel's mom comes to visit with big news. Monica caters Carol and Susan's wedding. Phoebe becomes 'possessed' by the spirit of a recently deceased client.,36.0,29.0,28.0,18.0,20.0,40.0,338.0,392.0,424.0,294.0,233.0,338.0
35,2,12,36,The One After the Superbowl: Part 1,Michael Lembeck,Jeffrey Astrof & Mike Sikowitz,1996-01-28,457313,52900000.0,8.6,4891.0,Ross goes to visit Marcel whilst on a trip to California and discovers he is working in commercials. Joey receives a fan letter from an attractive but unstable woman. Phoebe is asked to sing for children at a library.,51.0,46.0,48.0,63.0,69.0,49.0,546.0,423.0,480.0,654.0,833.0,598.0
36,2,13,37,The One After the Superbowl: Part 2,Michael Lembeck,Michael Borkow,1996-01-28,457314,52900000.0,8.7,5073.0,"Ross finds Marcel on the set of a new movie, where Chandler bumps into a former schoolmate. Meanwhile, Rachel and Monica compete for the affections of Jean-Claude Van Damme.",,,,,,,,,,,,
37,2,14,38,The One with the Prom Video,James Burrows,Alexa Junge,1996-02-01,457310,33600000.0,9.4,7366.0,The gang watches a home video from the night of Monica and Rachel's prom. Joey gives Chandler a hideous bracelet.,29.0,43.0,16.0,21.0,36.0,43.0,269.0,358.0,198.0,225.0,723.0,605.0
38,2,15,39,The One Where Ross and Rachel... You Know,Michael Lembeck,Michael Curtis & Gregory S. Malins,1996-02-08,457315,32900000.0,8.9,5138.0,Monica becomes infatuated with a friend of her parents when she caters a party for him. Ross and Rachel go on their first date. Joey and Chandler refuse to move when they get a new TV and two armchairs.,52.0,46.0,16.0,18.0,19.0,55.0,472.0,365.0,178.0,138.0,209.0,509.0
39,2,16,40,The One Where Joey Moves Out,Michael Lembeck,Betsy Borns,1996-02-15,457316,31100000.0,8.6,4553.0,Joey and Chandler's friendship is jeopardized when Joey decides to move out. Monica worries about her parents finding out about her relationship with Richard when they attend a party together. Rachel and Phoebe go to get tattoos.,28.0,34.0,28.0,46.0,42.0,22.0,257.0,320.0,338.0,521.0,423.0,240.0
40,2,17,41,The One Where Eddie Moves In,Michael Lembeck,Adam Chase,1996-02-22,457317,30200000.0,8.3,4498.0,"Chandler gets a new roommate. Phoebe gets the chance to make a music video for her song ""Smelly Cat"". Ross and Monica clash when he is always at her and Rachel's apartment.",18.0,42.0,33.0,38.0,37.0,40.0,197.0,377.0,584.0,444.0,383.0,455.0
41,2,18,42,The One Where Dr. Ramoray Dies,Michael Lembeck,Story by: Alexa JungeTeleplay by: Michael Borkow,1996-03-21,457318,30100000.0,8.4,4501.0,"Joey's soap opera character is killed off after he brags in an interview that he writes his own lines. Chandler is unnerved by Eddie's strange behavior, while Ross and Rachel compare their past lovers as do Richard and Monica.",31.0,34.0,20.0,17.0,37.0,30.0,311.0,311.0,323.0,337.0,417.0,250.0
42,2,19,43,The One Where Eddie Won't Go,Michael Lembeck,Michael Curtis & Gregory S. Malins,1996-03-28,457319,31200000.0,8.5,4615.0,"Chandler demands that Eddie move out; however, he doesn't seem to get the message. Meanwhile, a book on empowerment for women inspires the girls. In order to pay his bills, Ross convinces Joey to audition for a role he doesn't want.",25.0,30.0,20.0,59.0,42.0,37.0,272.0,176.0,222.0,649.0,404.0,397.0
43,2,20,44,The One Where Old Yeller Dies,Michael Lembeck,Story by: Michael Curtis & Gregory S. MalinsTeleplay by: Adam Chase,1996-04-04,457320,27400000.0,8.1,4372.0,Phoebe's world view is shattered when she learns how Old Yeller really ends. Monica becomes jealous when Richard starts hanging out with Chandler and Joey. Rachel panics when she learns that Ross has planned their whole life together.,47.0,42.0,26.0,25.0,27.0,59.0,503.0,522.0,465.0,342.0,310.0,699.0
44,2,21,45,The One with the Bullies,Michael Lembeck,Brian Buckner & Sebastian Jones,1996-04-25,457321,24700000.0,8.1,4415.0,Chandler and Ross run into two bullies at Central Perk. Monica tries her luck at the stock market to avoid taking a job at a 1950s themed diner. Phoebe drives upstate for a second time to meet her father while Joey and Rachel accompany her.,35.0,26.0,44.0,33.0,41.0,42.0,241.0,380.0,610.0,311.0,357.0,439.0
45,2,22,46,The One with the Two Parties,Michael Lembeck,Alexa Junge,1996-05-02,457322,25500000.0,9.0,5487.0,"Chaos ensues when Rachel's recently divorced parents show up at her surprise birthday party, so the gang has to find ways to keep her parents separated otherwise they'll start fighting.",30.0,39.0,22.0,16.0,29.0,31.0,534.0,553.0,330.0,216.0,372.0,428.0
46,2,23,47,The One with the Chicken Pox,Michael Lembeck,Brown Mandell,1996-05-09,457324,26100000.0,8.0,4432.0,Phoebe catches chicken pox just as an old flame arrives in town on leave from the Navy. Joey gets a job at Chandler's office. Monica is upset that Richard doesn't have any quirks.,18.0,38.0,37.0,33.0,31.0,15.0,219.0,432.0,553.0,415.0,403.0,121.0
47,2,24,48,The One with Barry and Mindy's Wedding,Michael Lembeck,Story by: Ira UngerleiderTeleplay by: Brown Mandell,1996-05-16,457323,29000000.0,8.2,4433.0,Rachel reluctantly agrees to be maid of honor at her ex-fiancé Barry's wedding. Monica ponders her future with Richard. Joey has to practice kissing guys to get a role in Warren Beatty's new movie but Ross and Chandler are unwilling to help him.,33.0,33.0,23.0,19.0,25.0,21.0,437.0,447.0,436.0,361.0,259.0,309.0
48,3,1,49,The One with the Princess Leia Fantasy,Gail Mancuso,Michael Curtis & Gregory S. Malins,1996-09-19,465251,26760000.0,8.4,4591.0,Monica suffers from insomnia and depression following her breakup with Richard. Joey struggles to accept Chandler and Janice's relationship. Ross confides in Rachel about one of his fantasies.,39.0,30.0,19.0,36.0,41.0,49.0,331.0,298.0,377.0,485.0,412.0,456.0
49,3,2,50,The One Where No One's Ready,Gail Mancuso,Ira Ungerleider,1996-09-26,465252,26730000.0,9.0,6141.0,"A stressed Ross desperately and insistently tries to get the rest of the gang ready for a black tie event at the museum, while Joey and Chandler clash over personal belongings and personal space.",45.0,33.0,29.0,37.0,42.0,77.0,431.0,528.0,316.0,346.0,472.0,985.0
50,3,3,51,The One with the Jam,Kevin S. Bright,Wil Calhoun,1996-10-03,465253,25230000.0,8.0,4378.0,Monica tries to get over Richard by using her free time to make jam and considers artificial insemination through a sperm bank. Phoebe is stalked by a man who mistakes her for Ursula.,31.0,34.0,37.0,37.0,27.0,35.0,253.0,482.0,628.0,452.0,368.0,388.0
51,3,4,52,The One with the Metaphorical Tunnel,Steve Zuckerman,Alexa Junge,1996-10-10,465254,26100000.0,8.0,4217.0,Chandler tries to get over his fear of commitment. Phoebe poses as Joey's agent after she forgets to tell him about an audition. Ross panics after seeing Ben play with a Barbie doll and tries to convince him to play with more manly toys.,22.0,26.0,36.0,43.0,48.0,21.0,231.0,305.0,636.0,644.0,700.0,271.0
52,3,5,53,The One with Frank Jr.,Steve Zuckerman,Shana Goldberg-Meehan & Scott Silveri,1996-10-17,465255,23250000.0,8.1,4328.0,Phoebe has trouble bonding with her half-brother Frank when he comes to visit. Joey attempts to build an entertainment center. Ross is challenged to name the five celebrities he'd like to sleep with most.,26.0,25.0,55.0,35.0,41.0,35.0,258.0,265.0,593.0,403.0,436.0,326.0
53,3,6,54,The One with the Flashback,Peter Bonerz,David Crane & Marta Kauffman,1996-10-31,465256,23270000.0,9.1,5646.0,"The gang remember the events three years ago, when several of them almost slept together.",21.0,58.0,42.0,25.0,42.0,32.0,275.0,481.0,420.0,215.0,455.0,405.0
54,3,7,55,The One with the Race Car Bed,Gail Mancuso,Seth Kurland,1996-11-07,465257,27360000.0,8.3,4267.0,Monica buys a bed from Janice's soon to be ex husband. Ross and Rachel have dinner with Rachel's father. Joey leads an acting class.,37.0,16.0,31.0,34.0,12.0,52.0,467.0,170.0,396.0,610.0,146.0,537.0
55,3,8,56,The One with the Giant Poking Device,Gail Mancuso,Adam Chase,1996-11-14,465258,28690000.0,8.3,4291.0,Chandler is devastated after Joey tells him he saw Janice kissing her ex-husband. Monica accidentally bumps Ben's head into a post when she and Rachel babysit. Phoebe is paranoid if she goes to dentist someone she knows will die.,39.0,33.0,23.0,37.0,44.0,30.0,384.0,425.0,326.0,522.0,595.0,445.0
56,3,9,57,The One with the Football,Kevin S. Bright,Ira Ungerleider,1996-11-21,465259,29280000.0,9.0,5940.0,"Old sibling rivalry between Monica and Ross resurfaces and postpones Thanksgiving dinner when the gang decide to play a game of ""touch"" football.",33.0,66.0,24.0,38.0,42.0,61.0,271.0,705.0,212.0,375.0,510.0,573.0
57,3,10,58,The One Where Rachel Quits,Terry Hughes,Gregory S. Malins & Michael Curtis,1996-12-12,465260,25100000.0,8.1,4284.0,Ross accidentally breaks a little girl's leg and tries to help her sell boxes of cookies which recreates Monica's childhood fixation. Rachel quits her job at Central Perk and Joey's Christmas tree selling conflicts with Phoebe's principles.,32.0,15.0,20.0,24.0,30.0,55.0,600.0,187.0,316.0,332.0,322.0,790.0
58,3,11,59,The One Where Chandler Can't Remember Which Sister,Terry Hughes,Alexa Junge,1997-01-09,465261,29800000.0,8.6,4444.0,A drunken Chandler fools around with one of Joey's sisters - but he can't remember which one. Ross becomes skeptical when a guy at the diner gets Rachel an interview for a position at Bloomingdales.,57.0,44.0,18.0,29.0,52.0,54.0,592.0,416.0,176.0,514.0,612.0,555.0
59,3,12,60,The One with All the Jealousy,Robby Benson,Doty Abrams,1997-01-16,465262,29610000.0,8.2,4218.0,"Ross becomes insanely jealous of Mark. Monica hooks up with a co-worker, who writes her a poem with a hidden meaning. One of Joey's numerous lies on his resume is exposed when he takes part in a Broadway production.",40.0,25.0,16.0,26.0,30.0,48.0,439.0,338.0,166.0,269.0,506.0,540.0
60,3,13,61,The One Where Monica and Richard Are Just Friends,Robby Benson,Michael Borkow,1997-01-30,465265,28030000.0,8.2,4227.0,"Monica's willpower is tested when she bumps into Richard. Joey and Rachel exchange their favorite books. Phoebe dates an athletic guy who doesn't realize he has a ""wardrobe malfunction"".",37.0,51.0,25.0,33.0,25.0,30.0,334.0,668.0,240.0,424.0,208.0,220.0
61,3,14,62,The One with Phoebe's Ex-Partner,Robby Benson,Wil Calhoun,1997-02-06,465266,28910000.0,7.8,4221.0,"Phoebe is reunited with her former singing partner who thinks ""Smelly Cat"" has hit potential; Chandler dates a woman with a prosthetic leg.",24.0,26.0,33.0,22.0,30.0,28.0,356.0,203.0,541.0,294.0,445.0,425.0
62,3,15,63,The One Where Ross and Rachel Take a Break,James Burrows,Michael Borkow,1997-02-13,465263,27250000.0,8.5,4529.0,Ross seeks solace at a party after a bitter fight with Rachel and ends up in the arms of another woman; Phoebe's date needs an interpreter to communicate.,46.0,27.0,33.0,21.0,25.0,45.0,682.0,278.0,446.0,209.0,270.0,447.0
63,3,16,64,The One with the Morning After,James Burrows,David Crane & Marta Kauffman,1997-02-20,465264,28260000.0,9.1,5525.0,"Ross is guilt-ridden after sleeping with Chloe and desperately tries to stop Rachel from finding out and when she does, the rest of the gang listen to them argue and end up trapped in Monica's room for the rest of the night.",54.0,33.0,31.0,21.0,24.0,87.0,667.0,284.0,265.0,302.0,229.0,1174.0
64,3,17,65,The One Without the Ski Trip,Sam Simon,Shana Goldberg-Meehan & Scott Silveri,1997-03-06,465267,25840000.0,8.3,4168.0,"Monica, Chandler, Phoebe and Joey become stuck in the middle of Ross and Rachel's fight following their break-up.",44.0,37.0,51.0,39.0,39.0,53.0,398.0,303.0,719.0,403.0,449.0,689.0
65,3,18,66,The One with the Hypnosis Tape,Robby Benson,Seth Kurland,1997-03-13,465269,28070000.0,8.4,4312.0,Monica goes out with a guy who turns out to be a software billionaire. Chandler's stop smoking hypnosis tape has an unexpected side effect. Phoebe's brother Frank makes a surprise announcement that he is getting married - to a woman twice his age.,23.0,34.0,42.0,20.0,23.0,19.0,255.0,346.0,608.0,230.0,236.0,147.0
66,3,19,67,The One with the Tiny T-Shirt,Terry Hughes,Adam Chase,1997-03-27,465268,23650000.0,8.1,4147.0,"Rachel goes on her first date, after splitting from Ross, with Mark. Joey clashes with his co-star in his new play. Monica continues to date Pete, even though she is still not attracted to him.",35.0,19.0,16.0,30.0,35.0,38.0,371.0,320.0,138.0,407.0,475.0,439.0
67,3,20,68,The One with the Dollhouse,Terry Hughes,Wil Calhoun,1997-04-10,465270,24360000.0,8.1,4114.0,"Monica's aunt dies and leaves her an antique dollhouse that she doesn't want Phoebe to play with; Rachel regrets setting up Chandler with her boss, Joanna.",41.0,23.0,30.0,45.0,35.0,22.0,370.0,238.0,360.0,541.0,493.0,157.0
68,3,21,69,The One with the Chick and the Duck,Michael Lembeck,Chris Brown,1997-04-17,465271,23220000.0,8.7,4442.0,"Joey buys a chick for him and Chandler, Pete offers Monica a job at his restaurant but she is undecided if she should accept it. Ross shows his continued feelings for Rachel when he gives up being on TV for her.",72.0,55.0,30.0,30.0,42.0,70.0,594.0,648.0,246.0,293.0,518.0,667.0
69,3,22,70,The One with the Screamer,Peter Bonerz,Shana Goldberg-Meehan & Scott Silveri,1997-04-24,465272,22630000.0,8.2,4185.0,"Ross witnesses Rachel's date screaming at people. Meanwhile, Joey becomes upset when Kate is offered a job in Los Angeles; Phoebe refuses to hang up the phone when she is placed on hold by her phone company.",26.0,31.0,23.0,53.0,21.0,38.0,180.0,211.0,371.0,686.0,169.0,380.0
70,3,23,71,The One with Ross's Thing,Shelley Jensen,Ted Cohen & Andrew Reich,1997-05-01,465274,24170000.0,8.0,4109.0,Ross seeks medical help when he finds a mysterious skin condition on his backside. Phoebe struggles to choose between two guys; Monica can't decide what to do about Pete when she thinks he is going to propose.,20.0,36.0,46.0,21.0,18.0,34.0,251.0,445.0,754.0,216.0,208.0,323.0
71,3,24,72,The One with the Ultimate Fighting Champion,Robby Benson,Story by: Pang-Ni Landrum & Mark KunerthTeleplay by: Shana Goldberg-Meehan & Scott Silveri,1997-05-08,465273,23070000.0,8.1,4273.0,Monica struggles to support Pete in his goal to become the Ultimate Fighting Champion. Chandler is uneasy when his boss playfully slaps his butt. Rachel becomes jealous when Ross starts dating a woman that was introduced to him by Phoebe.,30.0,42.0,35.0,11.0,27.0,18.0,359.0,426.0,393.0,134.0,362.0,253.0
72,3,25,73,The One at the Beach,Pamela Fryman,Story by: Pang-Ni Landrum & Mark KunerthTeleplay by: Adam Chase,1997-05-15,465275,23390000.0,8.8,4759.0,"While at the beach, Phoebe meets a family friend with links to her past; Ross discovers that Rachel still loves him and must decide between her and Bonnie.",51.0,28.0,48.0,28.0,30.0,44.0,400.0,218.0,705.0,236.0,330.0,480.0
73,4,1,74,The One with the Jellyfish,Shelley Jensen,Wil Calhoun,1997-09-25,466601,29430000.0,9.1,5379.0,"Ross chooses between Rachel and his bald-headed girlfriend Bonnie; Joey, Chandler, and Monica have a perilous encounter with a jellyfish at the beach.",33.0,26.0,35.0,25.0,23.0,44.0,397.0,211.0,443.0,397.0,284.0,632.0
74,4,2,75,The One with the Cat,Shelley Jensen,Jill Condon & Amy Toomin,1997-10-02,466602,25540000.0,8.0,4197.0,Phoebe becomes convinced that the spirit of her dead mother is inside a cat. Chandler and Joey are robbed. Monica goes on a date with a guy from her high school.,41.0,40.0,25.0,28.0,28.0,34.0,413.0,480.0,449.0,376.0,291.0,410.0
75,4,3,76,The One with the 'Cuffs,Peter Bonerz,Seth Kurland,1997-10-09,466603,23980000.0,8.5,4258.0,Monica tries to avoid criticism when she caters a party for her mother. Chandler ends up half naked and handcuffed to a chair in Rachel's boss's office. Joey tries to get educated from a salesman trying to sell him a set of encyclopedias.,43.0,38.0,22.0,25.0,59.0,4.0,494.0,409.0,297.0,340.0,639.0,40.0
76,4,4,77,The One with the Ballroom Dancing,Gail Mancuso,Ted Cohen & Andrew Reich,1997-10-16,466604,24310000.0,8.2,4127.0,Joey is forced to help Treeger learn how to dance after he threatens to have Monica and Rachel evicted. Phoebe develops a crush on one of her clients. Ross tries to help Chandler quit the gym.,29.0,26.0,31.0,48.0,26.0,19.0,202.0,221.0,488.0,615.0,266.0,146.0
77,4,5,78,The One with Joey's New Girlfriend,Gail Mancuso,Gregory S. Malins & Michael Curtis,1997-10-30,466605,24350000.0,8.4,4173.0,Chandler develops feelings for Joey's new girlfriend. Ross and Rachel try to make each other jealous with their dates. Phoebe's cold gives her a sexy singing voice.,28.0,31.0,26.0,20.0,53.0,29.0,284.0,317.0,424.0,250.0,705.0,379.0
78,4,6,79,The One with the Dirty Girl,Shelley Jensen,Shana Goldberg-Meehan & Scott Silveri,1997-11-06,466606,25680000.0,8.5,4280.0,Ross's new girlfriend is nearly perfect until he discovers her apartment is very dirty. Chandler buys a better birthday present for Kathy than Joey. Phoebe helps Monica cater an event. Rachel is obsessed at finishing a crossword puzzle by herself.,25.0,33.0,34.0,38.0,47.0,28.0,307.0,440.0,456.0,390.0,524.0,339.0
79,4,7,80,The One Where Chandler Crosses the Line,Kevin S. Bright,Adam Chase,1997-11-13,466607,26350000.0,8.7,4325.0,Chandler is guilt-ridden after kissing Kathy. Ross starts playing the keyboard again and everyone except Phoebe thinks he's terrible. Joey dates someone else while still attached to Kathy.,10.0,16.0,22.0,48.0,86.0,27.0,70.0,144.0,273.0,654.0,878.0,390.0
80,4,8,81,The One with Chandler in a Box,Peter Bonerz,Michael Borkow,1997-11-20,466608,26760000.0,9.1,5408.0,Chandler tries to earn Joey's forgiveness by lying in a wooden box for six hours. Monica accidentally gets ice in her eye and her doctor turns out to be Richard's son and it's discovered Rachel exchanges the gifts she received in the past.,29.0,48.0,24.0,47.0,44.0,34.0,317.0,470.0,318.0,538.0,643.0,378.0
81,4,9,82,The One Where They're Going to Party!,Peter Bonerz,Ted Cohen & Andrew Reich,1997-12-11,466609,23890000.0,7.9,4031.0,Monica ends up having to choose between a head chef position or the catering business she started with Phoebe. Rachel is close to getting a promotion but tragedy strikes. Chandler and Ross are excited when an old friend is coming to town.,43.0,44.0,36.0,28.0,24.0,28.0,489.0,606.0,394.0,284.0,298.0,244.0
82,4,10,83,The One with the Girl from Poughkeepsie,Gary Halvorson,Scott Silveri,1997-12-18,466612,23220000.0,8.0,4005.0,"In order for her kitchen staff to acknowledge her authority, Monica hires Joey so she can fire him in front of them. Chandler unsuccessfully tries to set Rachel up with a co-worker. Ross can't choose between two girls.",31.0,36.0,26.0,29.0,50.0,19.0,401.0,594.0,295.0,393.0,627.0,335.0
83,4,11,84,The One with Phoebe's Uterus,David Steinberg,Seth Kurland,1998-01-08,466610,23660000.0,8.5,4296.0,Newlyweds Frank and Alice ask Phoebe to be their surrogate. Joey gets a job as a tour guide at Ross's museum. Chandler asks Monica and Rachel for advice on how to sexually satisfy Kathy.,51.0,55.0,28.0,41.0,44.0,48.0,451.0,383.0,501.0,233.0,296.0,497.0
84,4,12,85,The One with the Embryos,Kevin S. Bright,Jill Condon & Amy Toomin,1998-01-15,466611,27140000.0,9.5,7935.0,"Phoebe's uterus is examined for implantation of the embryos. Meanwhile, a seemingly harmless game between Chandler and Joey against Monica and Rachel escalates into a full blown contest where the stakes are raised higher and higher.",51.0,55.0,28.0,41.0,44.0,48.0,451.0,383.0,501.0,233.0,296.0,497.0
85,4,13,86,The One with Rachel's Crush,Dana DeVally Piazza,Shana Goldberg-Meehan,1998-01-29,466613,25270000.0,8.2,3990.0,"After seeing Kathy's play, Chandler becomes convinced she is cheating on him with her co-star. Rachel develops a crush on one of her customers. Monica becomes jealous when she realizes she is no longer the 'hostess'.",49.0,30.0,32.0,35.0,37.0,38.0,743.0,345.0,244.0,384.0,665.0,229.0
86,4,14,87,The One with Joey's Dirty Day,Peter Bonerz,Wil Calhoun,1998-02-05,466614,25080000.0,8.2,4030.0,"Joey arrives on the set of his latest movie unwashed, after a three-day fishing trip with his dad. Rachel sets up Ross with the niece of her boss. Chandler goes through three phrases to help recover from Kathy cheating on him.",64.0,47.0,36.0,35.0,39.0,25.0,688.0,408.0,322.0,478.0,610.0,312.0
87,4,15,88,The One with All the Rugby,James Burrows,Story by: Ted Cohen & Andrew ReichTeleplay by: Wil Calhoun,1998-02-26,466617,24440000.0,8.5,4208.0,"Chandler runs into Janice, and finds her more irritating than ever. Meanwhile, Ross attempts to learn how to play rugby to impress Emily and Monica obsesses over a electric switch.",26.0,22.0,17.0,26.0,40.0,42.0,272.0,337.0,167.0,248.0,569.0,574.0
88,4,16,89,The One with the Fake Party,Michael Lembeck,Story by: Alicia Sky VarinaitisTeleplay by: Scott Silveri & Shana Goldberg-Meehan,1998-03-19,466615,23130000.0,8.2,4058.0,Rachel organizes a fake good bye party for Emily so she can spend time with Joshua. A side effect from her pregnancy causes Phoebe to have a craving for meat.,76.0,12.0,24.0,36.0,19.0,28.0,997.0,95.0,271.0,358.0,126.0,384.0
89,4,17,90,The One with the Free Porn,Michael Lembeck,Story by: Mark KunerthTeleplay by: Richard Goodman,1998-03-26,466616,23220000.0,8.6,4213.0,Chandler and Joey discover that they're getting a free porn channel on their TV. Monica encourages Ross to tell Emily he loves her just before she leaves for London. Phoebe gets a shock when she visits her OB-GYN.,22.0,44.0,36.0,29.0,34.0,43.0,197.0,535.0,549.0,234.0,299.0,478.0
90,4,18,91,The One with Rachel's New Dress,Gail Mancuso,Story by: Andrew Reich & Ted CohenTeleplay by: Jill Condon & Amy Toomin,1998-04-02,466620,21720000.0,8.2,3983.0,Rachel has an awkward encounter with Joshua's parents. Phoebe is offered the chance to name one of the triplets. Ross becomes paranoid when Emily goes to London with Susan.,39.0,11.0,35.0,24.0,33.0,38.0,478.0,150.0,422.0,260.0,340.0,528.0
